epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.60208,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
2,16.3929,2.28206,1.82157,1.33235,0.0032,0.0032,0.00162,0.00024,2.95736,4.15634,1.97899,0.0382825,0.0032825,0.0032825
1,8.42774,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
2,12.5501,2.28847,1.85404,1.34067,0,0,0,0,nan,nan,nan,0.0408565,0.0058565,0.0058565
3,19.2967,2.2149,1.56685,1.32299,0.0168,0.0168,0.01241,0.00482,2.90799,4.01081,2.275,0.0098596,0.0078596,0.0078596
4,26.1112,2.07495,1.41863,1.24381,0.74436,0.2064,0.20102,0.06078,2.95946,4.19915,1.92406,0.00703,0.00703,0.00703
5,34.168,1.9956,1.26561,1.21989,0.388,0.388,0.29572,0.0845,2.99718,3.0025,2.01993,0.00604,0.00604,0.00604
6,41.671,1.89429,1.22812,1.17753,0.44546,0.4168,0.36987,0.10229,2.89179,2.0668,1.91857,0.00505,0.00505,0.00505
7,49.3159,1.82252,1.09743,1.16494,0.51676,0.41829,0.36564,0.1008,3.21629,2.13241,2.02558,0.00406,0.00406,0.00406
8,56.5922,1.79893,1.08411,1.15324,0.2632,0.2632,0.2047,0.04315,3.46352,2.51814,2.30473,0.00307,0.00307,0.00307
9,63.6387,1.68239,0.99934,1.1006,0.54796,0.46642,0.4423,0.12052,3.03581,1.98942,1.94441,0.00208,0.00208,0.00208
10,70.9859,1.64641,0.98099,1.09418,0.5072,0.5072,0.46191,0.11864,2.9299,1.92298,1.88966,0.00109,0.00109,0.00109
1,9.36148,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
2,13.5853,2.28847,1.85404,1.34067,0,0,0,0,nan,nan,nan,0.0408565,0.0058565,0.0058565
3,20.611,2.2149,1.56685,1.32299,0.0168,0.0168,0.01241,0.00482,2.90799,4.01081,2.275,0.0098596,0.0078596,0.0078596
4,27.6195,2.07495,1.41863,1.24381,0.74436,0.2064,0.20102,0.06078,2.95946,4.19915,1.92406,0.00703,0.00703,0.00703
5,36.1182,1.9956,1.26561,1.21989,0.388,0.388,0.29572,0.0845,2.99718,3.0025,2.01993,0.00604,0.00604,0.00604
6,44.011,1.89429,1.22812,1.17753,0.44546,0.4168,0.36987,0.10229,2.89179,2.0668,1.91857,0.00505,0.00505,0.00505
7,51.8773,1.82252,1.09743,1.16494,0.51676,0.41829,0.36564,0.1008,3.21629,2.13241,2.02558,0.00406,0.00406,0.00406
8,59.4369,1.79893,1.08411,1.15324,0.2632,0.2632,0.2047,0.04315,3.46352,2.51814,2.30473,0.00307,0.00307,0.00307
9,67.0122,1.68239,0.99934,1.1006,0.54796,0.46642,0.4423,0.12052,3.03581,1.98942,1.94441,0.00208,0.00208,0.00208
10,74.5117,1.64641,0.98099,1.09418,0.5072,0.5072,0.46191,0.11864,2.9299,1.92298,1.88966,0.00109,0.00109,0.00109
