epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
10,2387.85,1.84192,1.14712,1.12607,0.75509,0.7249,0.68769,0.24449,2.25027,1.45297,1.36539,0.00109,0.00109,0.00109
1,5.02613,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
2,8.30924,2.28847,1.85404,1.34067,0,0,0,0,nan,nan,nan,0.0408565,0.0058565,0.0058565
3,11.6134,2.2149,1.56685,1.32299,0,0,0,0,2.90799,4.01081,2.275,0.0098596,0.0078596,0.0078596
4,15.1781,2.07495,1.41863,1.24381,0.21359,0.176,0.18241,0.05543,2.95946,4.19915,1.92406,0.00703,0.00703,0.00703
5,19.0051,1.9956,1.26561,1.21989,0.33422,0.3304,0.2559,0.0645,2.99718,3.0025,2.01993,0.00604,0.00604,0.00604
6,22.7147,1.89429,1.22812,1.17753,0.42257,0.3592,0.35374,0.09773,2.89179,2.0668,1.91857,0.00505,0.00505,0.00505
7,26.2799,1.82252,1.09743,1.16494,0.51174,0.276,0.32723,0.09046,3.21629,2.13241,2.02558,0.00406,0.00406,0.00406
8,30.2696,1.79893,1.08411,1.15324,0.24409,0.1624,0.17467,0.03763,3.46352,2.51814,2.30473,0.00307,0.00307,0.00307
9,34.0948,1.68239,0.99934,1.1006,0.54452,0.4288,0.43922,0.12118,3.03581,1.98942,1.94441,0.00208,0.00208,0.00208
10,37.7132,1.64641,0.98099,1.09418,0.55923,0.416,0.44843,0.1173,2.9299,1.92298,1.88966,0.00109,0.00109,0.00109
1,4.74111,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
2,7.99649,2.28847,1.85404,1.34067,0,0,0,0,nan,nan,nan,0.0408565,0.0058565,0.0058565
3,11.1731,2.2149,1.56685,1.32299,0,0,0,0,2.90799,4.01081,2.275,0.0098596,0.0078596,0.0078596
4,14.7876,2.07495,1.41863,1.24381,0.21359,0.176,0.18241,0.05543,2.95946,4.19915,1.92406,0.00703,0.00703,0.00703
5,18.4173,1.9956,1.26561,1.21989,0.33422,0.3304,0.2559,0.0645,2.99718,3.0025,2.01993,0.00604,0.00604,0.00604
6,22.2997,1.89429,1.22812,1.17753,0.42257,0.3592,0.35374,0.09773,2.89179,2.0668,1.91857,0.00505,0.00505,0.00505
7,25.8812,1.82252,1.09743,1.16494,0.51174,0.276,0.32723,0.09046,3.21629,2.13241,2.02558,0.00406,0.00406,0.00406
8,29.6604,1.79893,1.08411,1.15324,0.24409,0.1624,0.17467,0.03763,3.46352,2.51814,2.30473,0.00307,0.00307,0.00307
9,33.5164,1.68239,0.99934,1.1006,0.54452,0.4288,0.43922,0.12118,3.03581,1.98942,1.94441,0.00208,0.00208,0.00208
10,37.1779,1.64641,0.98099,1.09418,0.55923,0.416,0.44843,0.1173,2.9299,1.92298,1.88966,0.00109,0.00109,0.00109
1,4.84191,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
2,8.11337,2.28847,1.85404,1.34067,0,0,0,0,nan,nan,nan,0.0408565,0.0058565,0.0058565
3,11.3639,2.2149,1.56685,1.32299,0,0,0,0,2.90799,4.01081,2.275,0.0098596,0.0078596,0.0078596
4,15.071,2.07495,1.41863,1.24381,0.21359,0.176,0.18241,0.05543,2.95946,4.19915,1.92406,0.00703,0.00703,0.00703
5,19.172,1.9956,1.26561,1.21989,0.33422,0.3304,0.2559,0.0645,2.99718,3.0025,2.01993,0.00604,0.00604,0.00604
6,22.8599,1.89429,1.22812,1.17753,0.42257,0.3592,0.35374,0.09773,2.89179,2.0668,1.91857,0.00505,0.00505,0.00505
7,26.8706,1.82252,1.09743,1.16494,0.51174,0.276,0.32723,0.09046,3.21629,2.13241,2.02558,0.00406,0.00406,0.00406
8,30.6941,1.79893,1.08411,1.15324,0.24409,0.1624,0.17467,0.03763,3.46352,2.51814,2.30473,0.00307,0.00307,0.00307
9,34.5768,1.68239,0.99934,1.1006,0.54452,0.4288,0.43922,0.12118,3.03581,1.98942,1.94441,0.00208,0.00208,0.00208
10,38.2318,1.64641,0.98099,1.09418,0.55923,0.416,0.44843,0.1173,2.9299,1.92298,1.88966,0.00109,0.00109,0.00109
1,4.90356,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
2,8.44341,2.28847,1.85404,1.34067,0,0,0,0,nan,nan,nan,0.0408565,0.0058565,0.0058565
3,11.7545,2.2149,1.56685,1.32299,0,0,0,0,2.90799,4.01081,2.275,0.0098596,0.0078596,0.0078596
4,15.2725,2.07495,1.41863,1.24381,0.21359,0.176,0.18241,0.05543,2.95946,4.19915,1.92406,0.00703,0.00703,0.00703
5,18.9491,1.9956,1.26561,1.21989,0.33422,0.3304,0.2559,0.0645,2.99718,3.0025,2.01993,0.00604,0.00604,0.00604
6,22.5402,1.89429,1.22812,1.17753,0.42257,0.3592,0.35374,0.09773,2.89179,2.0668,1.91857,0.00505,0.00505,0.00505
7,26.0437,1.82252,1.09743,1.16494,0.51174,0.276,0.32723,0.09046,3.21629,2.13241,2.02558,0.00406,0.00406,0.00406
8,29.7889,1.79893,1.08411,1.15324,0.24409,0.1624,0.17467,0.03763,3.46352,2.51814,2.30473,0.00307,0.00307,0.00307
9,33.6741,1.68239,0.99934,1.1006,0.54452,0.4288,0.43922,0.12118,3.03581,1.98942,1.94441,0.00208,0.00208,0.00208
10,37.5467,1.64641,0.98099,1.09418,0.55923,0.416,0.44843,0.1173,2.9299,1.92298,1.88966,0.00109,0.00109,0.00109
1,4.83493,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
2,8.10211,2.28847,1.85404,1.34067,0,0,0,0,nan,nan,nan,0.0408565,0.0058565,0.0058565
3,11.2976,2.2149,1.56685,1.32299,0,0,0,0,2.90799,4.01081,2.275,0.0098596,0.0078596,0.0078596
4,14.8496,2.07495,1.41863,1.24381,0.21359,0.176,0.18241,0.05543,2.95946,4.19915,1.92406,0.00703,0.00703,0.00703
5,18.5011,1.9956,1.26561,1.21989,0.33422,0.3304,0.2559,0.0645,2.99718,3.0025,2.01993,0.00604,0.00604,0.00604
6,22.0814,1.89429,1.22812,1.17753,0.42257,0.3592,0.35374,0.09773,2.89179,2.0668,1.91857,0.00505,0.00505,0.00505
7,25.6051,1.82252,1.09743,1.16494,0.51174,0.276,0.32723,0.09046,3.21629,2.13241,2.02558,0.00406,0.00406,0.00406
8,29.3811,1.79893,1.08411,1.15324,0.24409,0.1624,0.17467,0.03763,3.46352,2.51814,2.30473,0.00307,0.00307,0.00307
9,33.2096,1.68239,0.99934,1.1006,0.54452,0.4288,0.43922,0.12118,3.03581,1.98942,1.94441,0.00208,0.00208,0.00208
10,36.7933,1.64641,0.98099,1.09418,0.55923,0.416,0.44843,0.1173,2.9299,1.92298,1.88966,0.00109,0.00109,0.00109
1,4.79112,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
2,8.0256,2.28847,1.85404,1.34067,0,0,0,0,nan,nan,nan,0.0408565,0.0058565,0.0058565
3,11.2816,2.2149,1.56685,1.32299,0,0,0,0,2.90799,4.01081,2.275,0.0098596,0.0078596,0.0078596
4,14.7786,2.07495,1.41863,1.24381,0.21359,0.176,0.18241,0.05543,2.95946,4.19915,1.92406,0.00703,0.00703,0.00703
5,18.4867,1.9956,1.26561,1.21989,0.33422,0.3304,0.2559,0.0645,2.99718,3.0025,2.01993,0.00604,0.00604,0.00604
6,22.0516,1.89429,1.22812,1.17753,0.42257,0.3592,0.35374,0.09773,2.89179,2.0668,1.91857,0.00505,0.00505,0.00505
7,25.5826,1.82252,1.09743,1.16494,0.51174,0.276,0.32723,0.09046,3.21629,2.13241,2.02558,0.00406,0.00406,0.00406
8,29.3019,1.79893,1.08411,1.15324,0.24409,0.1624,0.17467,0.03763,3.46352,2.51814,2.30473,0.00307,0.00307,0.00307
9,33.1047,1.68239,0.99934,1.1006,0.54452,0.4288,0.43922,0.12118,3.03581,1.98942,1.94441,0.00208,0.00208,0.00208
10,36.6446,1.64641,0.98099,1.09418,0.55923,0.416,0.44843,0.1173,2.9299,1.92298,1.88966,0.00109,0.00109,0.00109
1,4.85448,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
2,8.10253,2.28847,1.85404,1.34067,0,0,0,0,nan,nan,nan,0.0408565,0.0058565,0.0058565
3,11.2913,2.2149,1.56685,1.32299,0,0,0,0,2.90799,4.01081,2.275,0.0098596,0.0078596,0.0078596
4,14.7825,2.07495,1.41863,1.24381,0.21359,0.176,0.18241,0.05543,2.95946,4.19915,1.92406,0.00703,0.00703,0.00703
5,18.4626,1.9956,1.26561,1.21989,0.33422,0.3304,0.2559,0.0645,2.99718,3.0025,2.01993,0.00604,0.00604,0.00604
6,22.0601,1.89429,1.22812,1.17753,0.42257,0.3592,0.35374,0.09773,2.89179,2.0668,1.91857,0.00505,0.00505,0.00505
7,25.7677,1.82252,1.09743,1.16494,0.51174,0.276,0.32723,0.09046,3.21629,2.13241,2.02558,0.00406,0.00406,0.00406
8,29.5937,1.79893,1.08411,1.15324,0.24409,0.1624,0.17467,0.03763,3.46352,2.51814,2.30473,0.00307,0.00307,0.00307
9,33.3304,1.68239,0.99934,1.1006,0.54452,0.4288,0.43922,0.12118,3.03581,1.98942,1.94441,0.00208,0.00208,0.00208
10,36.8934,1.64641,0.98099,1.09418,0.55923,0.416,0.44843,0.1173,2.9299,1.92298,1.88966,0.00109,0.00109,0.00109
1,5.00211,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
2,8.24014,2.28847,1.85404,1.34067,0,0,0,0,nan,nan,nan,0.0408565,0.0058565,0.0058565
3,11.4136,2.2149,1.56685,1.32299,0,0,0,0,2.90799,4.01081,2.275,0.0098596,0.0078596,0.0078596
4,14.9289,2.07495,1.41863,1.24381,0.21359,0.176,0.18241,0.05543,2.95946,4.19915,1.92406,0.00703,0.00703,0.00703
5,18.7127,1.9956,1.26561,1.21989,0.33422,0.3304,0.2559,0.0645,2.99718,3.0025,2.01993,0.00604,0.00604,0.00604
6,22.2993,1.89429,1.22812,1.17753,0.42257,0.3592,0.35374,0.09773,2.89179,2.0668,1.91857,0.00505,0.00505,0.00505
7,25.8299,1.82252,1.09743,1.16494,0.51174,0.276,0.32723,0.09046,3.21629,2.13241,2.02558,0.00406,0.00406,0.00406
8,29.6038,1.79893,1.08411,1.15324,0.24409,0.1624,0.17467,0.03763,3.46352,2.51814,2.30473,0.00307,0.00307,0.00307
9,33.3663,1.68239,0.99934,1.1006,0.54452,0.4288,0.43922,0.12118,3.03581,1.98942,1.94441,0.00208,0.00208,0.00208
10,37.0148,1.64641,0.98099,1.09418,0.55923,0.416,0.44843,0.1173,2.9299,1.92298,1.88966,0.00109,0.00109,0.00109
1,6.16568,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
1,6.07393,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
1,6.50563,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
1,6.6173,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
1,6.51523,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
1,6.68209,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
1,6.54068,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
1,6.64939,3.15476,4.16538,1.80532,0,0,0,0,nan,nan,nan,0.0712,0.0032,0.0032
1,259.675,2.28124,1.6478,1.32576,0.87813,0.29409,0.5541,0.17774,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
2,508.523,2.16999,1.51794,1.26199,0.72077,0.52797,0.59096,0.19452,2.4246,1.57926,1.46015,0.039349,0.00600578,0.00600578
3,752.426,2.11928,1.46391,1.23578,0.77652,0.64703,0.67389,0.24213,2.13169,1.53481,1.29082,0.00802907,0.00801921,0.00801921
4,994.447,2.07222,1.41158,1.2113,0.7633,0.68405,0.66745,0.24072,2.12067,1.51651,1.29196,0.00703,0.00703,0.00703
5,1236.13,2.03258,1.36523,1.19608,0.77967,0.72134,0.70033,0.25248,2.14613,1.47418,1.29985,0.00604,0.00604,0.00604
1,261.39,2.28124,1.6478,1.32576,0.87813,0.29409,0.5541,0.17774,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
2,513.878,2.16999,1.51794,1.26199,0.72077,0.52797,0.59096,0.19452,2.4246,1.57926,1.46015,0.039349,0.00600578,0.00600578
3,761.613,2.11928,1.46391,1.23578,0.77652,0.64703,0.67389,0.24213,2.13169,1.53481,1.29082,0.00802907,0.00801921,0.00801921
4,1007.41,2.07222,1.41158,1.2113,0.7633,0.68405,0.66745,0.24072,2.12067,1.51651,1.29196,0.00703,0.00703,0.00703
5,1254.08,2.03258,1.36523,1.19608,0.77967,0.72134,0.70033,0.25248,2.14613,1.47418,1.29985,0.00604,0.00604,0.00604
6,1500.65,1.99341,1.31894,1.17806,0.76886,0.71518,0.69888,0.25232,2.15462,1.47935,1.31145,0.00505,0.00505,0.00505
7,1746.42,1.94992,1.27608,1.16187,0.77093,0.71844,0.69874,0.2518,2.17183,1.46602,1.31287,0.00406,0.00406,0.00406
8,1992.86,1.91304,1.22693,1.14762,0.76054,0.7281,0.69832,0.24961,2.19819,1.46054,1.33449,0.00307,0.00307,0.00307
9,2239.92,1.87421,1.18089,1.13246,0.75568,0.72303,0.69009,0.24541,2.22368,1.45727,1.35176,0.00208,0.00208,0.00208
10,2487.32,1.83993,1.1422,1.1209,0.75072,0.72451,0.68625,0.24304,2.24951,1.44761,1.36641,0.00109,0.00109,0.00109
1,266.476,2.28124,1.6478,1.32576,0.87813,0.29409,0.5541,0.17774,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
2,519.691,2.16999,1.51794,1.26199,0.72077,0.52797,0.59096,0.19452,2.4246,1.57926,1.46015,0.039349,0.00600578,0.00600578
1,261.038,2.28124,1.6478,1.32576,0.87813,0.29409,0.5541,0.17774,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
1,255.229,2.28124,1.6478,1.32576,0.87813,0.29409,0.5541,0.17774,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
2,496.758,2.16999,1.51794,1.26199,0.72077,0.52797,0.59096,0.19452,2.4246,1.57926,1.46015,0.039349,0.00600578,0.00600578
1,267.204,2.28124,1.6478,1.32576,0.70259,0.66693,0.62239,0.20315,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
2,534.651,2.16999,1.51794,1.26199,0.68266,0.66875,0.63129,0.20164,2.4246,1.57926,1.46015,0.039349,0.00600578,0.00600578
3,787.795,2.11928,1.46391,1.23578,0.74501,0.73435,0.70133,0.24462,2.13169,1.53481,1.29082,0.00802907,0.00801921,0.00801921
1,268.372,2.28124,1.6478,1.32576,0.70259,0.66693,0.62239,0.20315,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
2,526.649,2.16999,1.51794,1.26199,0.68266,0.66875,0.63129,0.20164,2.4246,1.57926,1.46015,0.039349,0.00600578,0.00600578
3,778.8,2.11928,1.46391,1.23578,0.74501,0.73435,0.70133,0.24462,2.13169,1.53481,1.29082,0.00802907,0.00801921,0.00801921
1,269.168,2.28124,1.6478,1.32576,0.70259,0.66693,0.62239,0.20315,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
2,530.405,2.16999,1.51794,1.26199,0.68266,0.66875,0.63129,0.20164,2.4246,1.57926,1.46015,0.039349,0.00600578,0.00600578
3,780.606,2.11928,1.46391,1.23578,0.74501,0.73435,0.70133,0.24462,2.13169,1.53481,1.29082,0.00802907,0.00801921,0.00801921
4,1028.13,2.07222,1.41158,1.2113,0.74327,0.73032,0.68114,0.24177,2.12067,1.51651,1.29196,0.00703,0.00703,0.00703
5,1275.74,2.03258,1.36523,1.19608,0.76431,0.75607,0.7114,0.25388,2.14613,1.47418,1.29985,0.00604,0.00604,0.00604
6,1523.3,1.99341,1.31894,1.17806,0.75512,0.74245,0.70773,0.25275,2.15462,1.47935,1.31145,0.00505,0.00505,0.00505
7,1771.66,1.94992,1.27608,1.16187,0.75684,0.74519,0.70691,0.25227,2.17183,1.46602,1.31287,0.00406,0.00406,0.00406
8,2014.59,1.91304,1.22693,1.14762,0.75048,0.74226,0.70228,0.24971,2.19819,1.46054,1.33449,0.00307,0.00307,0.00307
9,2264.31,1.87421,1.18089,1.13246,0.74592,0.73548,0.69349,0.24508,2.22368,1.45727,1.35176,0.00208,0.00208,0.00208
10,2515.35,1.83993,1.1422,1.1209,0.74496,0.73526,0.6894,0.24283,2.24951,1.44761,1.36641,0.00109,0.00109,0.00109
1,261.5,2.28124,1.6478,1.32576,0.70259,0.66693,0.62239,0.20315,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
2,509.388,2.16999,1.51794,1.26199,0.68266,0.66875,0.63129,0.20164,2.4246,1.57926,1.46015,0.039349,0.00600578,0.00600578
3,766.164,2.11928,1.46391,1.23578,0.74501,0.73435,0.70133,0.24462,2.13169,1.53481,1.29082,0.00802907,0.00801921,0.00801921
4,1004.54,2.07222,1.41158,1.2113,0.74327,0.73032,0.68114,0.24177,2.12067,1.51651,1.29196,0.00703,0.00703,0.00703
5,1249.13,2.03258,1.36523,1.19608,0.76431,0.75607,0.7114,0.25388,2.14613,1.47418,1.29985,0.00604,0.00604,0.00604
6,1489.3,1.99341,1.31894,1.17806,0.75512,0.74245,0.70773,0.25275,2.15462,1.47935,1.31145,0.00505,0.00505,0.00505
7,1744.95,1.94992,1.27608,1.16187,0.75684,0.74519,0.70691,0.25227,2.17183,1.46602,1.31287,0.00406,0.00406,0.00406
8,1997.56,1.91304,1.22693,1.14762,0.75048,0.74226,0.70228,0.24971,2.19819,1.46054,1.33449,0.00307,0.00307,0.00307
9,2251.16,1.87421,1.18089,1.13246,0.74592,0.73548,0.69349,0.24508,2.22368,1.45727,1.35176,0.00208,0.00208,0.00208
1,270.883,2.28124,1.6478,1.32576,0.70259,0.66693,0.62239,0.20315,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
1,269.07,2.28124,1.6478,1.32576,0.70259,0.66693,0.62239,0.20315,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
2,532.885,2.16999,1.51794,1.26199,0.68266,0.66875,0.63129,0.20164,2.4246,1.57926,1.46015,0.039349,0.00600578,0.00600578
3,792.304,2.11928,1.46391,1.23578,0.74501,0.73435,0.70133,0.24462,2.13169,1.53481,1.29082,0.00802907,0.00801921,0.00801921
4,1048.48,2.07222,1.41158,1.2113,0.74327,0.73032,0.68114,0.24177,2.12067,1.51651,1.29196,0.00703,0.00703,0.00703
5,1308.32,2.03258,1.36523,1.19608,0.76431,0.75607,0.7114,0.25388,2.14613,1.47418,1.29985,0.00604,0.00604,0.00604
6,1564.48,1.99341,1.31894,1.17806,0.75512,0.74245,0.70773,0.25275,2.15462,1.47935,1.31145,0.00505,0.00505,0.00505
7,1814.34,1.94992,1.27608,1.16187,0.75684,0.74519,0.70691,0.25227,2.17183,1.46602,1.31287,0.00406,0.00406,0.00406
8,2061.79,1.91304,1.22693,1.14762,0.75048,0.74226,0.70228,0.24971,2.19819,1.46054,1.33449,0.00307,0.00307,0.00307
9,2318.73,1.87421,1.18089,1.13246,0.74592,0.73548,0.69349,0.24508,2.22368,1.45727,1.35176,0.00208,0.00208,0.00208
10,2576.15,1.83993,1.1422,1.1209,0.74496,0.73526,0.6894,0.24283,2.24951,1.44761,1.36641,0.00109,0.00109,0.00109
1,254.773,2.28124,1.6478,1.32576,0.87813,0.29409,0.5541,0.17774,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
2,502.769,2.16999,1.51794,1.26199,0.72077,0.52797,0.59096,0.19452,2.4246,1.57926,1.46015,0.039349,0.00600578,0.00600578
3,744.104,2.11928,1.46391,1.23578,0.77652,0.64703,0.67389,0.24213,2.13169,1.53481,1.29082,0.00802907,0.00801921,0.00801921
4,984.173,2.07222,1.41158,1.2113,0.7633,0.68405,0.66745,0.24072,2.12067,1.51651,1.29196,0.00703,0.00703,0.00703
5,1224.5,2.03258,1.36523,1.19608,0.77967,0.72134,0.70033,0.25248,2.14613,1.47418,1.29985,0.00604,0.00604,0.00604
6,1466.13,1.99341,1.31894,1.17806,0.76886,0.71518,0.69888,0.25232,2.15462,1.47935,1.31145,0.00505,0.00505,0.00505
7,1705.63,1.94992,1.27608,1.16187,0.77093,0.71844,0.69874,0.2518,2.17183,1.46602,1.31287,0.00406,0.00406,0.00406
8,1945.22,1.91304,1.22693,1.14762,0.76054,0.7281,0.69832,0.24961,2.19819,1.46054,1.33449,0.00307,0.00307,0.00307
9,2183.58,1.87421,1.18089,1.13246,0.75568,0.72303,0.69009,0.24541,2.22368,1.45727,1.35176,0.00208,0.00208,0.00208
10,2423.64,1.83993,1.1422,1.1209,0.75072,0.72451,0.68625,0.24304,2.24951,1.44761,1.36641,0.00109,0.00109,0.00109
1,248.726,2.28124,1.6478,1.32576,0.87813,0.29409,0.5541,0.17774,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
2,480.145,2.16999,1.51794,1.26199,0.72077,0.52797,0.59096,0.19452,2.4246,1.57926,1.46015,0.039349,0.00600578,0.00600578
3,791.123,2.11928,1.46391,1.23578,0.77652,0.64703,0.67389,0.24213,2.13169,1.53481,1.29082,0.00802907,0.00801921,0.00801921
4,1218.83,2.07222,1.41158,1.2113,0.7633,0.68405,0.66745,0.24072,2.12067,1.51651,1.29196,0.00703,0.00703,0.00703
5,1645.48,2.03258,1.36523,1.19608,0.77967,0.72134,0.70033,0.25248,2.14613,1.47418,1.29985,0.00604,0.00604,0.00604
6,2072.47,1.99341,1.31894,1.17806,0.76886,0.71518,0.69888,0.25232,2.15462,1.47935,1.31145,0.00505,0.00505,0.00505
7,2499.61,1.94992,1.27608,1.16187,0.77093,0.71844,0.69874,0.2518,2.17183,1.46602,1.31287,0.00406,0.00406,0.00406
8,2927.13,1.91304,1.22693,1.14762,0.76054,0.7281,0.69832,0.24961,2.19819,1.46054,1.33449,0.00307,0.00307,0.00307
9,3354.27,1.87421,1.18089,1.13246,0.75568,0.72303,0.69009,0.24541,2.22368,1.45727,1.35176,0.00208,0.00208,0.00208
10,3781.7,1.83993,1.1422,1.1209,0.75072,0.72451,0.68625,0.24304,2.24951,1.44761,1.36641,0.00109,0.00109,0.00109
1,258.049,2.28124,1.6478,1.32576,0.87813,0.29409,0.5541,0.17774,2.44532,1.60854,1.48446,0.0700089,0.00333235,0.00333235
2,508.078,2.16999,1.51794,1.26199,0.72077,0.52797,0.59096,0.19452,2.4246,1.57926,1.46015,0.039349,0.00600578,0.00600578
